year,driver,gp,tires,from,to,laps
2014,Kimi Räikkönen,Singapore,Supersoft Used,12,25,14
2014,Kimi Räikkönen,Singapore,Supersoft Used,26,31,6
2014,Kimi Räikkönen,Singapore,Soft New,32,60,29
2014,Nico Hulkenberg,Singapore,Supersoft Used,1,9,9
2014,Nico Hulkenberg,Singapore,Supersoft New,10,25,16
2014,Nico Hulkenberg,Singapore,Soft New,26,31,6
2014,Nico Hulkenberg,Singapore,Soft New,32,60,29
2014,Kevin Magnussen,Singapore,Supersoft Used,1,13,13
2014,Kevin Magnussen,Singapore,Soft New,14,26,13
2014,Kevin Magnussen,Singapore,Supersoft Used,27,46,20
2014,Kevin Magnussen,Singapore,Supersoft Used,47,60,14
2014,Valtteri Bottas,Singapore,Supersoft Used,1,11,11
2014,Valtteri Bottas,Singapore,Supersoft Used,12,23,12
2014,Valtteri Bottas,Singapore,Soft New,24,60,37
2014,Pastor Maldonado,Singapore,Supersoft New,1,11,11
2014,Pastor Maldonado,Singapore,Supersoft New,12,23,12
2014,Pastor Maldonado,Singapore,Supersoft Used,24,30,7
2014,Pastor Maldonado,Singapore,Supersoft Used,31,32,2
2014,Pastor Maldonado,Singapore,Soft New,33,60,28
2014,Romain Grosjean,Singapore,Supersoft New,1,10,10
2014,Romain Grosjean,Singapore,Supersoft Used,11,22,12
2014,Romain Grosjean,Singapore,Supersoft Used,23,30,8
2014,Romain Grosjean,Singapore,Soft New,31,60,30
2014,Daniil Kvyat,Singapore,Supersoft Used,1,10,10
2014,Daniil Kvyat,Singapore,Soft New,11,23,13
2014,Daniil Kvyat,Singapore,Supersoft Used,24,43,20
2014,Daniil Kvyat,Singapore,Soft New,44,60,17
2014,Marcus Ericsson,Singapore,Supersoft New,1,12,12
2014,Marcus Ericsson,Singapore,Supersoft New,13,30,18
2014,Marcus Ericsson,Singapore,Soft New,31,60,30
2014,Jules Bianchi,Singapore,Supersoft New,1,15,15
2014,Jules Bianchi,Singapore,Supersoft New,16,30,15
2014,Jules Bianchi,Singapore,Soft New,31,45,15
2014,Jules Bianchi,Singapore,Supersoft Used,46,60,15
2014,Max Chilton,Singapore,Supersoft New,1,16,16
2014,Max Chilton,Singapore,Supersoft New,17,18,2
2014,Max Chilton,Singapore,Soft New,19,41,23
2014,Max Chilton,Singapore,Supersoft Used,42,58,17
2014,Jenson Button,Singapore,Supersoft New,1,14,14
2014,Jenson Button,Singapore,Soft New,15,31,17
2014,Jenson Button,Singapore,Soft New,32,52,21
2014,Adrian Sutil,Singapore,Supersoft Used,1,8,8
2014,Adrian Sutil,Singapore,Supersoft New,9,24,16
2014,Adrian Sutil,Singapore,Soft New,25,31,7
2014,Adrian Sutil,Singapore,Supersoft New,32,40,9
2014,Esteban Gutierrez,Singapore,Supersoft Used,1,15,15
2014,Esteban Gutierrez,Singapore,Soft New,16,17,2
2014,Nico Rosberg,Singapore,Supersoft Used,1,13,13
2014,Lewis Hamilton,Japan,Wet New,1,2,2
2014,Lewis Hamilton,Japan,Wet New,3,14,12
2014,Lewis Hamilton,Japan,Intermediate New,15,35,21
2014,Lewis Hamilton,Japan,Intermediate New,36,44,9
2014,Nico Rosberg,Japan,Wet New,1,2,2
2014,Nico Rosberg,Japan,Wet New,3,13,11
2014,Nico Rosberg,Japan,Intermediate New,14,33,20
2014,Nico Rosberg,Japan,Intermediate New,34,44,11
2014,Sebastian Vettel,Japan,Wet New,1,2,2
2014,Sebastian Vettel,Japan,Wet New,3,12,10
2014,Sebastian Vettel,Japan,Intermediate New,13,29,17
2014,Sebastian Vettel,Japan,Intermediate New,30,44,15
2014,Daniel Ricciardo,Japan,Wet New,1,2,2
2014,Daniel Ricciardo,Japan,Wet New,3,11,9
2014,Daniel Ricciardo,Japan,Intermediate New,12,36,25
2014,Daniel Ricciardo,Japan,Intermediate New,37,44,8
2014,Jenson Button,Japan,Wet New,1,2,2
2014,Jenson Button,Japan,Intermediate New,10,31,22
2014,Jenson Button,Japan,Intermediate New,32,42,11
2014,Jenson Button,Japan,Wet Used,43,44,2
2014,Valtteri Bottas,Japan,Wet New,1,2,2
2014,Valtteri Bottas,Japan,Wet New,3,11,9
2014,Valtteri Bottas,Japan,Intermediate New,12,38,27
2014,Valtteri Bottas,Japan,Intermediate New,39,44,6
2014,Felipe Massa,Japan,Wet New,1,2,2
2014,Felipe Massa,Japan,Wet New,3,12,10
2014,Felipe Massa,Japan,Intermediate New,13,37,25
2014,Felipe Massa,Japan,Intermediate New,38,44,7
2014,Nico Hulkenberg,Japan,Wet New,1,2,2
2014,Nico Hulkenberg,Japan,Wet New,3,12,10
2014,Nico Hulkenberg,Japan,Intermediate New,13,26,14
2014,Nico Hulkenberg,Japan,Intermediate New,27,43,17
2014,Nico Hulkenberg,Japan,Wet New,44,44,1
2014,Jean-Eric Vergne,Japan,Wet New,1,2,2
2014,Jean-Eric Vergne,Japan,Wet New,3,11,9
2014,Jean-Eric Vergne,Japan,Intermediate New,12,19,8
2014,Daniil Kvyat,Japan,Wet New,1,2,2
2014,Daniil Kvyat,Japan,Wet New,3,11,9
2014,Daniil Kvyat,Japan,Intermediate New,12,23,12
2014,Daniil Kvyat,Japan,Intermediate New,24,39,16
2014,Kimi Räikkönen,Japan,Wet New,1,2,2
2014,Kimi Räikkönen,Japan,Wet New,3,11,9
2014,Kimi Räikkönen,Japan,Intermediate New,12,23,12
2014,Kimi Räikkönen,Japan,Intermediate New,24,34,11
2014,Kimi Räikkönen,Japan,Intermediate New,35,43,9
2014,Kimi Räikkönen,Japan,Wet Used,44,44,1
2014,Jenson Button,Japan,Wet New,3,9,7
2014,Jean-Eric Vergne,Japan,Intermediate New,20,44,25
2014,Daniil Kvyat,Japan,Intermediate New,40,44,5
2014,Esteban Gutierrez,Japan,Wet New,1,2,2
2014,Esteban Gutierrez,Japan,Wet New,3,11,9
2014,Esteban Gutierrez,Japan,Intermediate New,12,34,23
2014,Esteban Gutierrez,Japan,Intermediate New,35,44,10
2014,Kevin Magnussen,Japan,Wet New,1,2,2
2014,Kevin Magnussen,Japan,Wet New,3,11,9
2014,Kevin Magnussen,Japan,Intermediate New,12,15,4
2014,Kevin Magnussen,Japan,Intermediate New,16,33,18
2014,Kevin Magnussen,Japan,Intermediate New,34,40,7
2014,Kevin Magnussen,Japan,Wet Used,41,44,4
2014,Romain Grosjean,Japan,Wet New,1,2,2
2014,Romain Grosjean,Japan,Wet New,3,11,9
2014,Romain Grosjean,Japan,Intermediate New,12,21,10
2014,Romain Grosjean,Japan,Intermediate New,22,34,13
2014,Romain Grosjean,Japan,Intermediate New,35,43,9
2014,Romain Grosjean,Japan,Wet Used,44,44,1
2014,Pastor Maldonado,Japan,Wet New,1,2,2
2014,Pastor Maldonado,Japan,Wet New,3,9,7
2014,Pastor Maldonado,Japan,Intermediate New,10,22,13
2014,Pastor Maldonado,Japan,Intermediate New,23,40,18
2014,Pastor Maldonado,Japan,Wet Used,41,43,3
2014,Marcus Ericsson,Japan,Wet New,1,2,2
2014,Marcus Ericsson,Japan,Intermediate New,12,25,14
2014,Marcus Ericsson,Japan,Intermediate New,26,39,14
2014,Marcus Ericsson,Japan,Wet Used,40,43,4
2014,Max Chilton,Japan,Wet New,1,2,2
2014,Max Chilton,Japan,Wet Used,3,11,9
2014,Max Chilton,Japan,Intermediate New,12,23,12
2014,Max Chilton,Japan,Intermediate New,24,43,20
2014,Kamui Kobayashi,Japan,Wet New,1,2,2
2014,Kamui Kobayashi,Japan,Wet New,3,11,9
2014,Kamui Kobayashi,Japan,Intermediate New,12,26,15
2014,Kamui Kobayashi,Japan,Intermediate New,27,38,12
2014,Kamui Kobayashi,Japan,Intermediate New,39,39,1
2014,Kamui Kobayashi,Japan,Wet Used,40,43,4
2014,Jules Bianchi,Japan,Wet New,1,2,2
2014,Jules Bianchi,Japan,Wet New,3,13,11
2014,Jules Bianchi,Japan,Intermediate New,14,24,11
2014,Jules Bianchi,Japan,Intermediate New,25,41,17
2014,Adrian Sutil,Japan,Wet New,1,2,2
2014,Adrian Sutil,Japan,Wet New,3,12,10
2014,Adrian Sutil,Japan,Intermediate New,13,22,10
2014,Adrian Sutil,Japan,Intermediate New,23,32,10
2014,Adrian Sutil,Japan,Intermediate New,33,40,8
2014,Fernando Alonso,Japan,Wet New,1,2,2
2014,Fernando Alonso,Japan,Wet New,3,3,1
2014,Marcus Ericsson,Japan,Wet New,3,11,9
2014,Lewis Hamilton,Russia,Soft Used,1,27,27
2014,Nico Rosberg,Russia,Soft Used,1,1,1
2014,Valtteri Bottas,Russia,Soft Used,1,26,26
2014,Jenson Button,Russia,Soft Used,1,22,22
2014,Kevin Magnussen,Russia,Soft Used,1,26,26
2014,Fernando Alonso,Russia,Soft Used,1,25,25
2014,Daniel Ricciardo,Russia,Soft Used,1,11,11
2014,Sebastian Vettel,Russia,Soft New,1,30,30
2014,Kimi Räikkönen,Russia,Soft Used,1,26,26
2014,Sergio Perez,Russia,Medium New,1,25,25
2014,Sergio Perez,Russia,Soft New,26,53,28
2014,Nico Rosberg,Russia,Medium New,2,53,52
2014,Valtteri Bottas,Russia,Medium New,27,53,27
2014,Jenson Button,Russia,Medium New,23,53,31
2014,Kevin Magnussen,Russia,Medium New,27,53,27
2014,Fernando Alonso,Russia,Medium New,26,53,28
2014,Daniel Ricciardo,Russia,Medium New,12,53,42
2014,Sebastian Vettel,Russia,Medium New,31,53,23
2014,Kimi Räikkönen,Russia,Medium New,27,53,27
2014,Felipe Massa,Russia,Medium New,1,1,1
2014,Felipe Massa,Russia,Soft New,2,27,26
2014,Felipe Massa,Russia,Soft New,28,53,26
2014,Nico Hulkenberg,Russia,Medium New,1,24,24
2014,Nico Hulkenberg,Russia,Soft New,25,53,29
2014,Jean-Eric Vergne,Russia,Soft Used,1,23,23
2014,Jean-Eric Vergne,Russia,Medium New,24,53,30
2014,Daniil Kvyat,Russia,Soft Used,1,20,20
2014,Daniil Kvyat,Russia,Medium New,21,37,17
2014,Daniil Kvyat,Russia,Soft New,38,52,15
2014,Esteban Gutierrez,Russia,Soft New,1,39,39
2014,Esteban Gutierrez,Russia,Medium New,40,52,13
2014,Adrian Sutil,Russia,Medium New,1,12,12
2014,Adrian Sutil,Russia,Soft New,13,52,40
2014,Romain Grosjean,Russia,Soft New,1,20,20
2014,Romain Grosjean,Russia,Medium New,21,52,32
2014,Pastor Maldonado,Russia,Medium New,1,21,21
2014,Pastor Maldonado,Russia,Soft New,22,52,31
2014,Marcus Ericsson,Russia,Soft New,1,27,27
2014,Marcus Ericsson,Russia,Medium New,28,43,16
2014,Marcus Ericsson,Russia,Soft New,44,51,8
2014,Kamui Kobayashi,Russia,Medium New,1,21,21
2014,Max Chilton,Russia,Medium New,1,4,4
2014,Max Chilton,Russia,Soft New,5,9,5
2014,Lewis Hamilton,United States,Soft Used,1,16,16
2014,Lewis Hamilton,United States,Medium New,17,33,17
2014,Lewis Hamilton,United States,Medium New,34,56,23
2014,Nico Rosberg,United States,Soft Used,1,15,15
2014,Nico Rosberg,United States,Medium New,16,34,19
2014,Nico Rosberg,United States,Medium New,35,56,22
2014,Daniel Ricciardo,United States,Medium Used,1,14,14
2014,Daniel Ricciardo,United States,Medium New,15,31,17
2014,Daniel Ricciardo,United States,Medium New,32,56,25
2014,Felipe Massa,United States,Medium Used,1,14,14
2014,Felipe Massa,United States,Medium Used,15,32,18
2014,Felipe Massa,United States,Medium New,33,56,24
2014,Valtteri Bottas,United States,Soft Used,1,15,15
2014,Valtteri Bottas,United States,Soft Used,16,30,15
2014,Valtteri Bottas,United States,Medium New,31,56,26
2014,Fernando Alonso,United States,Soft Used,1,16,16
2014,Fernando Alonso,United States,Medium New,17,43,27
2014,Fernando Alonso,United States,Soft Used,44,56,13
2014,Sebastian Vettel,United States,Medium New,1,1,1
2014,Sebastian Vettel,United States,Soft New,2,2,1
2014,Sebastian Vettel,United States,Medium New,3,26,24
2014,Sebastian Vettel,United States,Medium New,27,48,22
2014,Sebastian Vettel,United States,Soft New,49,56,8
2014,Kevin Magnussen,United States,Soft Used,1,1,1
2014,Kevin Magnussen,United States,Medium New,2,27,26
2014,Kevin Magnussen,United States,Medium New,28,56,29
2014,Pastor Maldonado,United States,Soft New,1,15,15
2014,Pastor Maldonado,United States,Medium New,16,35,20
2014,Pastor Maldonado,United States,Medium New,36,56,21
2014,Jean-Eric Vergne,United States,Soft New,1,15,15
2014,Jean-Eric Vergne,United States,Soft New,16,29,14
2014,Jean-Eric Vergne,United States,Medium New,30,56,27
2014,Romain Grosjean,United States,Soft New,1,16,16
2014,Romain Grosjean,United States,Soft New,17,29,13
2014,Romain Grosjean,United States,Medium New,30,55,26
2014,Jenson Button,United States,Soft Used,1,1,1
2014,Jenson Button,United States,Medium New,2,28,27
2014,Jenson Button,United States,Medium New,29,55,27
2014,Kimi Räikkönen,United States,Soft Used,1,17,17
2014,Kimi Räikkönen,United States,Medium New,18,42,25
2014,Kimi Räikkönen,United States,Soft Used,43,52,10
2014,Kimi Räikkönen,United States,Soft Used,53,55,3
2014,Esteban Gutierrez,United States,Soft New,1,1,1
2014,Esteban Gutierrez,United States,Medium New,2,20,19
2014,Esteban Gutierrez,United States,Medium New,21,40,20
2014,Esteban Gutierrez,United States,Soft New,41,55,15
2014,Daniil Kvyat,United States,Medium New,1,21,21
2014,Daniil Kvyat,United States,Medium Used,22,41,20
2014,Daniil Kvyat,United States,Soft New,42,51,10
2014,Daniil Kvyat,United States,Soft Used,52,55,4
2014,Nico Hulkenberg,United States,Medium New,1,1,1
2014,Nico Hulkenberg,United States,Medium New,2,16,15
2014,Sergio Perez,United States,Soft New,1,1,1
2014,Adrian Sutil,United States,Soft Used,1,1,1
2014,Nico Rosberg,Brazil,Soft Used,1,7,7
2014,Nico Rosberg,Brazil,Medium New,8,26,19
2014,Nico Rosberg,Brazil,Medium Used,27,50,24
2014,Nico Rosberg,Brazil,Medium Used,51,71,21
2014,Lewis Hamilton,Brazil,Soft Used,1,8,8
2014,Lewis Hamilton,Brazil,Medium New,9,28,20
2014,Lewis Hamilton,Brazil,Medium New,29,51,23
2014,Lewis Hamilton,Brazil,Medium New,52,71,20
2014,Felipe Massa,Brazil,Soft Used,1,5,5
2014,Felipe Massa,Brazil,Medium New,6,25,20
2014,Felipe Massa,Brazil,Medium New,26,50,25
2014,Felipe Massa,Brazil,Medium New,51,71,21
2014,Jenson Button,Brazil,Medium Used,1,6,6
2014,Jenson Button,Brazil,Medium New,7,27,21
2014,Jenson Button,Brazil,Medium New,28,50,23
2014,Jenson Button,Brazil,Medium New,51,71,21
2014,Sebastian Vettel,Brazil,Soft Used,1,6,6
2014,Sebastian Vettel,Brazil,Medium New,7,24,18
2014,Sebastian Vettel,Brazil,Medium New,25,48,24
2014,Sebastian Vettel,Brazil,Medium New,49,71,23
2014,Fernando Alonso,Brazil,Soft Used,1,7,7
2014,Fernando Alonso,Brazil,Medium New,9,28,20
2014,Fernando Alonso,Brazil,Medium New,29,52,24
2014,Fernando Alonso,Brazil,Medium New,53,71,19
2014,Kimi Räikkönen,Brazil,Soft Used,1,8,8
2014,Kimi Räikkönen,Brazil,Medium New,9,35,27
2014,Kimi Räikkönen,Brazil,Medium New,36,71,36
2014,Nico Hulkenberg,Brazil,Medium New,1,16,16
2014,Nico Hulkenberg,Brazil,Medium New,17,36,20
2014,Nico Hulkenberg,Brazil,Medium New,37,60,24
2014,Nico Hulkenberg,Brazil,Soft New,61,71,11
2014,Kevin Magnussen,Brazil,Medium New,8,26,19
2014,Kevin Magnussen,Brazil,Medium New,27,47,21
2014,Kevin Magnussen,Brazil,Medium New,48,71,24
2014,Kevin Magnussen,Brazil,Soft Used,1,7,7
2014,Daniil Kvyat,Brazil,Medium New,1,18,18
2014,Daniil Kvyat,Brazil,Medium New,19,38,20
2014,Daniil Kvyat,Brazil,Medium New,39,59,21
2014,Daniil Kvyat,Brazil,Soft New,60,70,11
2014,Valtteri Bottas,Brazil,Soft Used,1,6,6
2014,Valtteri Bottas,Brazil,Medium New,7,26,20
2014,Valtteri Bottas,Brazil,Medium Used,27,42,16
2014,Valtteri Bottas,Brazil,Medium Used,43,70,28
2014,Pastor Maldonado,Brazil,Soft New,1,4,4
2014,Pastor Maldonado,Brazil,Medium New,5,27,23
2014,Pastor Maldonado,Brazil,Medium New,28,45,18
2014,Pastor Maldonado,Brazil,Medium Used,46,70,25
2014,Jean-Eric Vergne,Brazil,Soft New,1,9,9
2014,Jean-Eric Vergne,Brazil,Medium New,10,27,18
2014,Jean-Eric Vergne,Brazil,Medium New,28,46,19
2014,Jean-Eric Vergne,Brazil,Medium New,47,70,24
2014,Esteban Gutierrez,Brazil,Soft New,1,8,8
2014,Esteban Gutierrez,Brazil,Medium New,9,27,19
2014,Esteban Gutierrez,Brazil,Medium New,28,48,21
2014,Esteban Gutierrez,Brazil,Medium Used,49,70,22
2014,Adrian Sutil,Brazil,Medium New,1,18,18
2014,Adrian Sutil,Brazil,Medium New,19,39,21
2014,Adrian Sutil,Brazil,Soft New,40,49,10
2014,Adrian Sutil,Brazil,Medium New,50,70,21
2014,Romain Grosjean,Brazil,Medium New,1,24,24
2014,Romain Grosjean,Brazil,Medium New,25,40,16
2014,Romain Grosjean,Brazil,Medium Used,41,59,19
2014,Romain Grosjean,Brazil,Soft New,60,63,4
2014,Daniel Ricciardo,Brazil,Soft Used,1,7,7
2014,Daniel Ricciardo,Brazil,Medium New,8,27,20
2014,Daniel Ricciardo,Brazil,Medium New,28,39,12
2014,Sergio Perez,Brazil,Soft New,1,5,5
2014,Sergio Perez,Brazil,Medium New,6,25,20
2014,Sergio Perez,Brazil,Medium New,26,47,22
2014,Sergio Perez,Brazil,Medium New,48,70,23
2014,Lewis Hamilton,Abu Dhabi,Supersoft Used,1,10,10
2014,Lewis Hamilton,Abu Dhabi,Soft New,11,31,21
2014,Lewis Hamilton,Abu Dhabi,Soft New,32,55,24
2014,Felipe Massa,Abu Dhabi,Supersoft Used,1,13,13
2014,Felipe Massa,Abu Dhabi,Soft New,14,43,30
2014,Felipe Massa,Abu Dhabi,Supersoft Used,44,55,12
2014,Valtteri Bottas,Abu Dhabi,Supersoft Used,1,10,10
2014,Valtteri Bottas,Abu Dhabi,Soft New,11,33,23
2014,Valtteri Bottas,Abu Dhabi,Soft Used,34,55,22
2014,Daniel Ricciardo,Abu Dhabi,Soft New,1,27,27
2014,Daniel Ricciardo,Abu Dhabi,Soft New,28,47,20
2014,Daniel Ricciardo,Abu Dhabi,Supersoft Used,48,55,8
2014,Jenson Button,Abu Dhabi,Supersoft Used,1,6,6
2014,Nico Hulkenberg,Abu Dhabi,Soft New,1,15,15
2014,Sergio Perez,Abu Dhabi,Soft New,1,14,14
2014,Sergio Perez,Abu Dhabi,Soft New,15,41,27
2014,Sergio Perez,Abu Dhabi,Supersoft New,42,55,14
2014,Sebastian Vettel,Abu Dhabi,Soft New,1,21,21
2014,Sebastian Vettel,Abu Dhabi,Soft New,22,46,25
2014,Sebastian Vettel,Abu Dhabi,Soft New,47,55,9
2014,Fernando Alonso,Abu Dhabi,Supersoft Used,1,5,5
2014,Fernando Alonso,Abu Dhabi,Soft New,6,27,22
2014,Fernando Alonso,Abu Dhabi,Soft New,28,55,28
2014,Kimi Räikkönen,Abu Dhabi,Supersoft Used,1,6,6
2014,Kimi Räikkönen,Abu Dhabi,Soft New,7,26,20
2014,Kimi Räikkönen,Abu Dhabi,Soft New,27,55,29
2014,Kevin Magnussen,Abu Dhabi,Soft New,1,21,21
2014,Kevin Magnussen,Abu Dhabi,Supersoft New,22,29,8
2014,Kevin Magnussen,Abu Dhabi,Soft New,30,55,26
2014,Jean-Eric Vergne,Abu Dhabi,Soft New,1,13,13
2014,Jean-Eric Vergne,Abu Dhabi,Soft New,14,30,17
2014,Jean-Eric Vergne,Abu Dhabi,Soft New,31,44,14
2014,Jean-Eric Vergne,Abu Dhabi,Supersoft New,45,55,11
2014,Romain Grosjean,Abu Dhabi,Supersoft New,1,8,8
2014,Romain Grosjean,Abu Dhabi,Soft New,9,21,13
2014,Romain Grosjean,Abu Dhabi,Soft New,22,54,33
2014,Nico Rosberg,Abu Dhabi,Supersoft Used,1,11,11
2014,Nico Rosberg,Abu Dhabi,Soft New,12,34,23
2014,Nico Rosberg,Abu Dhabi,Soft New,35,54,20
2014,Esteban Gutierrez,Abu Dhabi,Supersoft New,1,7,7
2014,Esteban Gutierrez,Abu Dhabi,Soft New,8,28,21
2014,Esteban Gutierrez,Abu Dhabi,Soft New,29,54,26
2014,Adrian Sutil,Abu Dhabi,Supersoft New,1,5,5
2014,Adrian Sutil,Abu Dhabi,Soft New,6,22,17
2014,Adrian Sutil,Abu Dhabi,Soft New,23,37,15
2014,Adrian Sutil,Abu Dhabi,Soft New,38,54,17
2014,Kamui Kobayashi,Abu Dhabi,Supersoft New,1,15,15
2014,Kamui Kobayashi,Abu Dhabi,Soft New,16,36,21
2014,Kamui Kobayashi,Abu Dhabi,Supersoft New,37,42,6
2014,Pastor Maldonado,Abu Dhabi,Supersoft New,1,7,7
2014,Pastor Maldonado,Abu Dhabi,Soft New,8,26,19
2014,Daniil Kvyat,Abu Dhabi,Supersoft Used,1,6,6
2014,Daniil Kvyat,Abu Dhabi,Soft New,7,14,8
2014,Will Stevens,Abu Dhabi,Supersoft New,1,14,14
2014,Will Stevens,Abu Dhabi,Soft New,15,37,23
2014,Will Stevens,Abu Dhabi,Soft New,38,54,17
2014,Jenson Button,Abu Dhabi,Soft New,7,28,22
2014,Jenson Button,Abu Dhabi,Soft New,29,55,27
2014,Nico Hulkenberg,Abu Dhabi,Soft New,16,37,22
2014,Nico Hulkenberg,Abu Dhabi,Supersoft New,38,55,18
2014,Lewis Hamilton,Russia,Medium New,28,53,26
2015,Lewis Hamilton,Australia,Soft Used,1,25,25
2015,Lewis Hamilton,Australia,Medium New,26,58,33
2015,Nico Rosberg,Australia,Soft Used,1,26,26
2015,Nico Rosberg,Australia,Medium New,27,58,32
2015,Sebastian Vettel,Australia,Soft Used,1,24,24
2015,Sebastian Vettel,Australia,Medium New,25,58,34
2015,Felipe Massa,Australia,Soft Used,1,21,21
2015,Felipe Massa,Australia,Medium New,22,58,37
2015,Felipe Nasr,Australia,Soft New,1,25,25
2015,Felipe Nasr,Australia,Medium New,26,58,33
2015,Daniel Ricciardo,Australia,Soft Used,1,23,23
2015,Daniel Ricciardo,Australia,Medium New,24,57,34
2015,Nico Hulkenberg,Australia,Soft New,1,21,21
2015,Nico Hulkenberg,Australia,Medium New,22,44,23
2015,Nico Hulkenberg,Australia,Soft Used,45,57,13
2015,Marcus Ericsson,Australia,Medium New,1,1,1
2015,Marcus Ericsson,Australia,Soft New,2,26,25
2015,Marcus Ericsson,Australia,Soft New,27,43,17
2015,Marcus Ericsson,Australia,Soft New,44,57,14
2015,Carlos Sainz,Australia,Soft Used,1,24,24
2015,Carlos Sainz,Australia,Medium Used,25,57,33
2015,Sergio Perez,Australia,Medium New,1,38,38
2015,Sergio Perez,Australia,Soft New,39,57,19
2015,Jenson Button,Australia,Soft New,1,27,27
2015,Jenson Button,Australia,Medium New,28,56,29
2015,Kimi Räikkönen,Australia,Soft Used,1,16,16
2015,Kimi Räikkönen,Australia,Soft Used,17,40,24
2015,Kimi Räikkönen,Australia,Medium New,41,41,1
2015,Max Verstappen,Australia,Medium New,1,32,32
2015,Max Verstappen,Australia,Soft New,33,33,1
2015,Romain Grosjean,Australia,Soft Used,1,1,1
2015,Pastor Maldonado,Australia,Soft Used,1,1,1
2015,Sebastian Vettel,Malaysia,Medium Used,1,17,17
2015,Sebastian Vettel,Malaysia,Medium New,18,37,20
2015,Sebastian Vettel,Malaysia,Hard New,38,56,19
2015,Lewis Hamilton,Malaysia,Medium Used,1,4,4
2015,Lewis Hamilton,Malaysia,Hard New,5,24,20
2015,Lewis Hamilton,Malaysia,Medium New,25,38,14
2015,Lewis Hamilton,Malaysia,Hard New,39,56,18
2015,Nico Rosberg,Malaysia,Medium Used,1,4,4
2015,Nico Rosberg,Malaysia,Hard New,5,26,22
2015,Nico Rosberg,Malaysia,Hard New,27,41,15
2015,Nico Rosberg,Malaysia,Medium New,42,56,15
2015,Kimi Räikkönen,Malaysia,Medium New,1,2,2
2015,Kimi Räikkönen,Malaysia,Medium New,3,14,12
2015,Kimi Räikkönen,Malaysia,Medium New,15,34,20
2015,Kimi Räikkönen,Malaysia,Hard New,35,56,22
2015,Valtteri Bottas,Malaysia,Medium Used,1,4,4
2015,Valtteri Bottas,Malaysia,Medium New,5,25,21
2015,Valtteri Bottas,Malaysia,Medium New,26,40,15
2015,Valtteri Bottas,Malaysia,Hard New,41,56,16
2015,Felipe Massa,Malaysia,Medium Used,1,4,4
2015,Felipe Massa,Malaysia,Medium New,5,24,20
2015,Felipe Massa,Malaysia,Medium Used,25,38,14
2015,Felipe Massa,Malaysia,Hard New,39,56,18
2015,Max Verstappen,Malaysia,Medium Used,1,4,4
2015,Max Verstappen,Malaysia,Hard New,5,20,16
2015,Max Verstappen,Malaysia,Hard New,21,40,20
2015,Max Verstappen,Malaysia,Medium New,41,56,16
2015,Carlos Sainz,Malaysia,Medium New,1,14,14
2015,Carlos Sainz,Malaysia,Hard New,15,32,18
2015,Carlos Sainz,Malaysia,Hard New,33,55,23
2015,Daniil Kvyat,Malaysia,Medium Used,1,14,14
2015,Daniil Kvyat,Malaysia,Medium New,15,21,7
2015,Daniil Kvyat,Malaysia,Hard New,22,39,18
2015,Daniil Kvyat,Malaysia,Hard New,40,55,16
2015,Daniel Ricciardo,Malaysia,Medium Used,1,4,4
2015,Daniel Ricciardo,Malaysia,Medium New,5,18,14
2015,Daniel Ricciardo,Malaysia,Hard New,19,34,16
2015,Daniel Ricciardo,Malaysia,Hard New,35,55,21
2015,Romain Grosjean,Malaysia,Medium Used,1,15,15
2015,Romain Grosjean,Malaysia,Medium New,16,26,11
2015,Romain Grosjean,Malaysia,Medium Used,27,34,8
2015,Romain Grosjean,Malaysia,Hard New,35,55,21
2015,Felipe Nasr,Malaysia,Medium New,1,2,2
2015,Felipe Nasr,Malaysia,Hard New,3,20,18
2015,Felipe Nasr,Malaysia,Hard New,21,30,10
2015,Felipe Nasr,Malaysia,Hard New,31,43,13
2015,Felipe Nasr,Malaysia,Medium New,44,55,12
2015,Sergio Perez,Malaysia,Medium New,1,17,17
2015,Sergio Perez,Malaysia,Hard New,18,35,18
2015,Sergio Perez,Malaysia,Medium New,36,55,20
